timestamp	time	fix	state	rawx	rawy	avgx	avgy	psize	Lrawx	Lrawy	Lavgx	Lavgy	Lpsize	Lpupilx	Lpupily	Rrawx	Rrawy	Ravgx	Ravgy	Rpsize	Rpupilx	Rpupily
MSG	2020-01-07 10:17:43.26	1061923555	start_recording
2020-01-07 10:17:44.455	1061924999	True	7	976.9647	658.0317	980.2602	671.9778	23.725	975.7802	691.1608	974.1715	681.6181	22.8389	0.3636	0.5627	978.1494	624.9027	961.8649	646.4142	24.6111	0.587	0.5699
2020-01-07 10:17:44.471	1061925015	True	7	948.7942	629.5458	978.9689	671.1832	23.3938	958.2552	643.3074	973.1311	679.5812	22.4921	0.3626	0.5615	939.3331	615.7843	960.4216	644.3987	24.2955	0.5857	0.5689
2020-01-07 10:17:44.488	1061925032	True	7	979.4348	614.0954	978.1454	671.2156	22.9995	991.4622	640.7817	973.9784	677.4197	22.537	0.3619	0.5608	967.4073	587.4091	960.5897	640.8772	23.462	0.5851	0.5676
2020-01-07 10:17:44.505	1061925049	True	7	946.4409	613.9698	977.4092	671.2014	23.0315	973.9095	648.9021	973.8853	675.7217	22.7698	0.3608	0.5607	918.9723	579.0377	958.1195	636.9664	23.2932	0.5838	0.567
2020-01-07 10:17:44.521	1061925065	True	7	968.1034	625.1923	976.7595	671.2211	23.771	975.2462	674.4621	973.8943	675.4678	23.7127	0.3598	0.561	960.9605	575.9224	958.0249	632.9688	23.8293	0.5832	0.5663
2020-01-07 10:17:44.538	1061925082	True	7	961.428	639.811	975.7512	670.0859	22.988	982.9343	652.5714	974.3551	674.0215	22.1762	0.3589	0.5615	939.9216	627.0507	956.8093	631.9041	23.7998	0.5819	0.567
2020-01-07 10:17:44.555	1061925099	True	7	997.5475	676.7878	974.82	668.8021	22.8381	1009.7071	738.3821	976.3152	677.3572	22.8449	0.3581	0.5635	985.3878	615.1936	958.1567	630.2843	22.8313	0.5814	0.5671
2020-01-07 10:17:44.571	1061925115	True	7	947.4306	621.5804	974.0226	667.7452	22.79735	964.0851	638.439	975.7494	675.1722	22.4975	0.3569	0.5638	930.7761	604.7218	956.5138	628.1852	23.0972	0.5801	0.5672
2020-01-07 10:17:44.588	1061925132	True	7	974.1918	633.1115	973.4056	666.8457	22.8456	1004.1462	671.1595	977.4025	674.8186	22.3417	0.3564	0.5654	944.2374	595.0633	955.6458	625.652	23.3495	0.5794	0.5672
2020-01-07 10:17:44.605	1061925149	True	7	965.8613	650.8829	972.8057	665.8743	22.6107	974.4535	687.5177	977.4033	675.3881	22.2821	0.3554	0.5665	957.2692	614.248	955.5346	624.2875	22.9393	0.5788	0.5672
2020-01-07 10:17:44.621	1061925165	True	7	988.1674	622.3845	972.8674	666.1719	23.4918	1005.4509	689.6384	979.114	676.088	23.2391	0.3552	0.5673	970.8838	555.1307	956.2064	619.7525	23.7445	0.5784	0.5663
2020-01-07 10:17:44.638	1061925182	True	7	951.2438	633.1131	972.3472	664.9981	22.18605	952.573	662.8373	977.8748	675.3185	22.1671	0.3542	0.5676	949.9147	603.3889	955.749	618.0035	22.205	0.5777	0.5668
2020-01-07 10:17:44.655	1061925199	True	7	965.7823	642.9944	971.8605	663.7957	22.42845	974.88	665.8045	977.8488	674.7244	21.9137	0.354	0.5681	956.6848	620.1843	955.6879	617.3089	22.9432	0.5774	0.5669
2020-01-07 10:17:44.671	1061925215	True	7	967.6591	640.6446	971.3043	662.3026	22.38705	978.2994	645.5203	977.9966	673.0173	21.845	0.3538	0.568	957.0188	635.7689	955.6604	617.5986	22.9291	0.5772	0.5669
2020-01-07 10:17:44.688	1061925232	True	7	976.8925	623.3357	970.7698	660.678	22.3321	1006.8871	632.7858	979.7101	670.6187	22.1609	0.3539	0.5678	946.8978	613.8855	955.0978	616.7823	22.5033	0.577	0.5664
2020-01-07 10:17:44.705	1061925249	True	7	949.0126	616.3873	970.6387	659.8934	22.47305	973.1678	657.2264	979.5336	669.6035	22.3611	0.3535	0.568	924.8574	575.5483	953.3266	613.9465	22.585	0.5767	0.5656
2020-01-07 10:17:44.721	1061925265	True	7	956.7855	642.9866	970.2948	658.6744	22.3373	972.1124	665.9326	979.2749	669.1013	22.2738	0.3534	0.5677	941.4586	620.0406	952.5021	613.6749	22.4008	0.5767	0.5656
2020-01-07 10:17:44.738	1061925282	True	7	960.5974	645.4022	969.9915	657.5388	22.0788	997.1732	686.7411	980.3854	669.7959	22.2205	0.3535	0.5674	924.0217	604.0633	950.7341	612.6142	21.9371	0.5765	0.5648
2020-01-07 10:17:44.755	1061925299	True	7	972.5527	621.3224	969.6025	656.1221	22.3454	986.9827	641.0505	980.9072	667.993	22.3388	0.3534	0.5664	958.1227	601.5943	950.8835	611.5105	22.352	0.5766	0.5642
2020-01-07 10:17:44.771	1061925315	True	7	973.0328	642.8369	969.2938	654.8129	22.60885	984.4575	665.1456	981.2651	667.555	22.1763	0.3531	0.5662	961.608	620.5283	951.2595	611.5435	23.0414	0.5764	0.564
2020-01-07 10:17:44.788	1061925332	True	7	988.7007	648.5116	969.8157	655.15	22.41925	970.6464	684.3057	980.8292	668.2166	22.1247	0.3527	0.5659	1006.7549	612.7175	954.1643	611.2299	22.7138	0.5766	0.5636
2020-01-07 10:17:44.805	1061925349	True	7	973.1875	647.8032	969.5699	653.8253	22.50575	989.8152	680.6717	981.4365	668.7142	22.1235	0.3527	0.5655	956.5598	614.9348	954.3088	611.1096	22.888	0.5759	0.5635
2020-01-07 10:17:44.821	1061925365	True	7	977.3564	629.2916	969.6478	653.1357	22.8376	978.6471	680.0478	981.4004	669.211	22.8089	0.3523	0.5653	976.0657	578.5355	955.5423	609.0353	22.8663	0.5758	0.5628
2020-01-07 10:17:44.838	1061925382	True	7	953.6082	613.7805	969.3051	651.5367	22.90905	979.727	614.5712	981.4123	666.103	22.6393	0.352	0.5646	927.4894	612.9898	954.0858	608.9356	23.1788	0.5751	0.5634
2020-01-07 10:17:44.855	1061925399	True	7	952.853	688.5337	968.9502	650.1465	22.4536	945.5337	710.5937	979.5066	668.3416	22.1563	0.3513	0.5658	960.1722	666.4738	954.4417	611.8616	22.7509	0.5749	0.5642
